student_id,age,gender,decision_period,degree_program,cgpa,academic_consistency,major_subject_score,aptitude_score,logical_reasoning_score,communication_score,programming_skill,data_analysis_skill,domain_knowledge_score,digital_literacy_score,technical_certifications,leadership_score,teamwork_score,problem_solving_score,creativity_score,adaptability_score,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,emotional_stability_score,career_interest_domain,career_interest_strength,work_environment_preference,risk_tolerance,internship_count,internship_duration_months,project_count,industry_exposure_score,extracurricular_score,resume_quality_score,interview_skill_score,employability_score,career_demand_index,job_growth_rate,average_salary,competition_index,skill_demand_alignment,career_suitability_reward,employment_demand_reward,salary_potential_reward,skill_alignment_reward,student_satisfaction_reward,total_reward,next_employability_score,next_skill_alignment,career_decision_success,recommended_career
STU_14544,25,Male,7,Computer Science,7.42,86.61,51.23,32.65,57.66,86.55,73.12,68.85,61.38,61.08,3,73.97,83.68,47.76,71.72,88.45,47.8,49.95,93.46,74.56,62.94,Finance,83.13,Hybrid,61.23,1,4,5,64.55,85.48,44.98,50.9,61.53,82.93,9.74,956770.36,92.07,67.07,0.854,0.8293,0.4204,0.6707,0.8016,0.733,65.91,71.25,1,Marketing and Sales
STU_14545,19,Female,8,Civil Engineering,7.08,85.65,82.65,70.7,86.19,84.17,65.18,51.56,85.54,77.32,4,82.17,91.0,66.14,80.18,49.49,72.4,58.61,92.7,52.54,60.4,Engineering,99.69,Office,68.26,1,1,6,22.73,27.84,66.99,46.07,75.91,79.52,12.1,639649.24,50.51,68.03,0.8713,0.7952,0.2442,0.6803,0.8179,0.7089,80.43,71.78,1,Research and Academia
STU_14546,25,Male,2,Mathematics,6.01,,,81.34,70.48,42.53,47.9,55.67,99.72,78.02,4,65.45,58.53,90.24,56.61,62.43,65.95,85.93,47.14,71.67,64.76,Public Service,65.38,Field,42.39,4,24,2,55.63,55.98,56.15,89.52,66.82,42.07,0.35,655027.78,38.64,73.13,0.8003,0.4207,0.2528,0.7313,0.6467,0.6096,69.28,76.5,0,Government and Public Service
STU_14547,24,Male,3,Economics,7.26,99.72,78.72,61.16,61.96,79.33,82.9,96.4,75.5,45.74,2,80.11,69.59,73.55,85.74,63.91,58.07,51.95,77.85,56.41,60.33,Public Service,68.94,Remote,31.87,3,15,1,42.03,75.95,28.6,56.92,65.26,90.97,9.85,634207.96,67.68,71.25,0.8434,0.9097,0.2412,0.7125,0.6621,0.7155,66.42,79.14,1,Research and Academia
STU_14548,19,Male,2,Electronics,7.7,77.53,87.59,68.64,92.93,81.44,,35.31,38.38,73.43,3,37.86,60.76,73.36,63.09,79.38,51.64,74.69,49.49,60.77,94.6,Engineering,49.49,Field,38.87,1,3,3,56.62,73.3,67.77,42.21,69.6,87.65,4.74,744542.44,67.74,64.31,0.861,0.8765,0.3025,0.6431,0.6449,0.7042,73.53,67.83,1,Software Development
STU_14549,25,Female,6,Mathematics,8.4,79.53,62.76,76.65,81.66,65.64,70.79,84.08,80.6,73.29,0,57.58,61.18,78.0,65.61,62.23,56.42,79.23,54.8,74.44,51.21,Technology,68.78,Flexible,76.64,0,0,2,35.88,68.23,68.81,76.17,65.33,82.69,10.39,969094.43,33.31,75.07,0.8379,0.8269,0.4273,0.7507,0.6396,0.7325,71.51,76.72,1,Data Science and AI
STU_14550,19,Male,4,Information Technology,10.0,68.27,72.36,60.94,71.24,87.26,43.33,42.32,77.39,41.34,1,60.48,68.52,68.92,71.85,32.47,93.39,76.69,63.25,65.09,62.83,Marketing,83.54,Office,58.7,1,2,4,54.82,64.31,70.27,41.82,69.97,88.02,-0.64,985368.23,56.98,56.11,0.9479,0.8802,0.4363,0.5611,0.6918,0.7353,74.3,59.64,1,Research and Academia
STU_14551,19,Female,5,Civil Engineering,8.87,79.72,81.95,68.26,64.13,53.75,51.78,68.05,100.0,84.14,3,73.7,72.73,79.11,64.18,58.21,48.81,52.02,99.32,53.42,50.03,Entrepreneurship,66.93,Field,43.76,4,8,5,81.88,75.41,,60.3,71.38,51.97,14.38,606840.07,75.63,69.87,0.882,0.5197,0.226,0.6987,0.6181,0.6389,75.92,69.94,0,Core Engineering
STU_14552,18,Male,1,Information Technology,6.13,77.79,66.46,76.84,41.95,73.06,62.1,82.13,81.31,66.68,3,52.18,61.99,65.53,98.47,61.42,69.0,83.09,71.88,79.06,95.85,Marketing,61.65,Field,60.49,2,2,5,56.62,69.26,59.12,77.77,65.98,58.04,13.05,729903.58,84.97,70.7,0.8172,0.5804,0.2944,0.707,0.6844,0.6506,69.4,70.76,0,Government and Public Service
STU_14553,23,Male,6,Mathematics,10.0,82.71,85.82,68.75,67.17,60.13,76.18,22.14,68.7,55.53,2,45.96,68.69,39.05,61.38,49.21,74.1,76.14,100.0,91.44,82.46,Business,86.99,Field,74.89,3,3,2,37.23,87.05,90.44,41.25,59.63,73.94,12.48,664875.74,56.17,52.66,0.9291,0.7394,0.2583,0.5266,0.7853,0.6755,64.73,59.45,1,Higher Education
STU_14554,22,Female,4,Computer Science,7.46,78.86,69.55,73.36,68.12,69.72,61.03,50.25,66.41,72.5,0,86.98,73.12,74.63,62.07,93.96,59.85,69.3,68.24,31.76,88.19,Business,92.59,Remote,100.0,1,1,5,57.16,40.52,89.91,69.05,80.99,59.92,10.65,1114709.82,17.18,63.81,0.8933,0.5992,0.5082,0.6381,0.9198,0.7156,85.49,70.83,1,Entrepreneurship
STU_14555,21,Female,4,Science,7.8,79.05,79.24,71.9,87.74,67.0,98.34,50.85,86.27,89.41,1,24.07,70.81,61.75,74.16,98.25,61.39,43.49,98.57,78.94,70.12,Public Service,87.88,Flexible,75.59,1,4,3,39.12,71.56,47.47,40.32,65.11,96.11,1.63,232357.84,32.72,84.54,0.8888,0.9611,0.018,0.8454,0.864,0.7593,68.75,86.82,1,Cloud and DevOps
STU_14556,22,Male,3,Economics,6.58,68.57,51.8,77.84,54.24,74.6,25.0,51.58,84.89,33.22,4,58.17,57.19,69.14,48.17,62.94,25.33,52.79,51.88,76.35,46.71,Marketing,70.6,Flexible,83.16,1,3,3,52.17,37.37,,55.34,73.05,61.98,12.09,737799.69,69.59,60.03,0.6996,0.6198,0.2988,0.6003,0.6429,0.593,73.99,56.7,0,Government and Public Service
STU_14557,18,Male,6,Science,7.39,82.83,73.89,46.81,77.28,77.51,75.63,61.05,64.64,83.9,2,,69.25,57.9,60.36,75.91,50.54,67.97,78.02,76.95,78.24,Entrepreneurship,79.21,Hybrid,66.82,0,0,2,50.71,80.66,59.66,77.71,71.4,62.1,0.56,473962.1,64.31,75.33,0.7929,0.621,0.1522,0.7533,0.7836,0.6516,75.46,79.78,0,Data Science and AI
STU_14558,18,Female,7,Mathematics,7.37,76.39,80.24,72.55,81.42,79.79,97.41,39.3,73.13,53.88,1,58.84,56.7,49.87,88.68,73.67,63.98,80.82,80.41,55.08,50.95,Marketing,93.8,Hybrid,48.82,2,10,1,52.72,59.83,87.88,,67.97,90.22,0.08,368789.3,66.96,72.68,0.8477,0.9022,0.0938,0.7268,0.812,0.7117,69.99,78.59,1,Marketing and Sales
STU_14559,24,Male,8,Science,,69.78,63.86,77.15,66.78,51.3,69.18,69.98,51.11,72.25,2,73.77,68.48,90.67,76.04,69.81,80.31,72.34,78.6,73.32,76.58,Engineering,59.47,Remote,75.91,2,10,5,42.31,57.61,66.14,67.8,77.42,84.04,2.85,550084.03,52.31,73.59,0.8225,0.8404,0.1945,0.7359,0.6496,0.6929,85.17,75.3,1,Higher Education
STU_14560,18,Female,2,Economics,8.49,63.81,,74.73,71.61,68.32,45.22,76.92,84.84,46.6,2,88.51,89.19,77.07,57.89,73.67,87.43,51.04,77.68,59.7,53.41,Public Service,78.75,Office,82.02,3,3,2,36.35,81.03,82.95,73.43,73.32,52.55,4.43,911571.75,41.84,65.76,0.8082,0.5255,0.3953,0.6576,0.7267,0.6439,79.05,71.65,0,Entrepreneurship
STU_14561,23,Male,1,Computer Science,6.94,84.88,87.25,91.09,78.1,67.09,45.86,50.82,71.56,67.24,1,65.67,84.04,53.03,87.65,59.93,34.68,59.52,55.3,59.88,48.7,Public Service,97.76,Hybrid,36.54,1,2,1,60.03,41.97,35.61,63.33,59.63,76.11,-0.84,452446.73,27.19,66.62,0.7682,0.7611,0.1402,0.6662,0.8038,0.6506,66.66,68.59,0,Marketing and Sales
STU_14562,18,Male,1,Mechanical Engineering,8.83,84.81,82.69,55.2,70.05,73.95,71.54,48.77,91.2,83.88,0,68.47,50.85,64.81,67.0,73.76,43.28,61.85,79.57,72.34,100.0,Finance,73.96,Remote,32.58,1,4,3,61.88,52.0,96.27,72.58,73.94,69.08,14.74,580941.83,100.0,69.42,0.8546,0.6908,0.2116,0.6942,0.7913,0.679,77.5,72.61,1,Core Engineering
STU_14563,19,Male,7,Civil Engineering,6.75,72.5,75.15,66.86,100.0,61.93,51.67,62.59,82.19,80.27,1,48.92,54.88,90.17,59.81,58.63,62.78,71.02,55.09,51.13,80.53,Technology,74.85,Flexible,50.88,4,24,4,66.95,40.31,53.77,66.18,66.65,87.86,14.12,704142.5,53.47,66.39,0.8492,0.8786,0.2801,0.6639,0.7274,0.7112,69.82,66.36,1,Software Development
STU_14564,22,Female,2,Information Technology,8.74,57.39,81.03,96.51,88.61,60.86,89.44,62.76,56.34,50.3,3,54.84,84.12,82.17,99.32,75.12,67.45,59.45,68.73,60.58,75.39,Finance,75.9,Hybrid,4.58,0,0,2,31.97,72.68,66.31,41.18,65.43,73.4,12.86,542054.35,52.22,68.79,0.8934,0.734,0.19,0.6879,0.7564,0.6909,71.02,74.84,1,Cybersecurity
STU_14565,20,Female,8,Science,6.61,93.41,50.1,82.97,77.4,57.81,56.09,69.71,85.84,58.22,5,67.95,80.49,47.44,51.11,54.58,54.44,59.8,10.0,63.14,99.52,Data and Analytics,86.18,Hybrid,87.01,2,12,1,60.11,76.93,65.01,84.35,73.63,100.0,8.13,987776.57,44.22,64.38,0.823,1.0,0.4377,0.6438,0.8253,0.756,81.11,67.53,1,Government and Public Service
STU_14566,21,Male,7,Economics,6.04,91.22,73.88,57.9,71.89,47.03,74.42,80.97,49.7,52.96,0,44.95,66.36,90.46,93.8,85.06,46.76,68.21,16.04,79.66,72.1,Business,84.96,Office,68.22,2,8,6,52.06,71.27,69.66,72.95,72.84,94.54,-3.92,690922.26,89.98,75.27,0.7896,0.9454,0.2727,0.7527,0.8241,0.7374,79.31,82.42,1,Software Development
STU_14567,18,Female,5,Economics,7.04,100.0,60.83,64.77,83.12,69.14,66.79,46.88,72.81,36.72,1,57.31,86.87,73.88,94.94,61.78,61.87,73.44,75.01,56.5,66.43,Marketing,88.68,Remote,40.28,1,6,2,55.39,85.91,66.54,55.67,64.41,61.29,1.05,721652.12,65.8,67.58,0.8029,0.6129,0.2898,0.6758,0.7885,0.6547,69.24,68.39,0,Marketing and Sales
STU_14568,22,Female,8,Economics,,49.61,72.48,59.0,71.14,59.38,88.62,41.96,100.0,84.93,4,57.48,68.96,81.84,74.55,60.88,74.02,67.68,63.75,57.8,79.74,Business,68.65,Flexible,63.24,1,3,3,50.51,41.12,35.54,63.67,60.76,42.15,5.0,388889.02,77.37,72.39,0.8864,0.4215,0.1049,0.7239,0.6931,0.6162,63.34,72.69,0,Core Engineering
STU_14569,24,Female,2,Business Administration,6.22,70.41,51.95,54.3,55.63,85.06,52.38,88.47,84.02,74.14,3,77.91,63.47,80.5,79.37,73.39,67.42,64.48,66.68,53.06,80.18,Business,76.07,Office,64.82,1,6,2,41.48,99.25,56.21,52.02,66.81,100.0,5.81,841435.31,94.9,85.32,0.8077,1.0,0.3564,0.8532,0.7636,0.7854,72.6,85.93,1,Marketing and Sales
STU_14570,18,Male,5,Electrical Engineering,6.94,64.43,81.16,52.62,79.74,65.76,79.04,33.83,83.99,100.0,1,70.84,84.13,83.93,71.95,82.03,69.57,53.83,64.28,65.02,76.35,Entrepreneurship,72.28,Laboratory,49.65,4,12,3,88.97,27.86,45.95,69.21,70.05,81.27,3.44,432907.8,40.97,66.79,0.9351,0.8127,0.1294,0.6679,0.7504,0.7045,70.59,68.27,1,Cloud and DevOps
STU_14571,23,Male,8,Computer Science,6.75,50.79,57.59,67.43,66.72,52.58,81.01,43.17,53.14,83.64,2,52.36,79.24,62.56,58.65,75.77,73.95,70.66,29.04,91.61,72.77,Engineering,69.59,Laboratory,51.93,4,20,2,50.52,63.9,86.5,81.47,67.77,68.73,13.08,723959.74,50.01,64.48,0.791,0.6873,0.2911,0.6448,0.7146,0.6511,75.85,70.04,0,Cloud and DevOps
STU_14572,18,Female,1,Mathematics,7.4,74.75,100.0,56.91,76.26,40.04,60.35,72.65,73.29,93.13,1,70.98,70.62,68.16,71.34,66.89,61.64,60.96,100.0,59.76,65.37,Public Service,73.36,Office,51.89,1,4,7,55.19,67.13,52.37,74.27,62.41,83.2,6.42,811632.46,63.17,61.11,0.7854,0.832,0.3398,0.6111,0.7047,0.6762,63.55,59.8,1,Software Development
STU_14573,18,Male,6,Civil Engineering,8.06,77.24,71.85,85.52,66.72,88.05,61.91,39.08,75.82,68.82,2,45.42,85.26,74.65,92.85,71.37,78.67,70.15,55.34,90.16,43.67,Business,53.6,Flexible,44.07,3,15,2,82.62,52.1,40.07,71.75,77.17,100.0,6.88,526803.74,55.18,66.8,0.7851,1.0,0.1816,0.668,0.5517,0.6849,82.31,72.12,1,Marketing and Sales
STU_14574,25,Male,3,Business Administration,7.3,73.04,66.01,69.32,58.62,78.35,44.84,71.83,68.89,84.3,0,99.45,97.86,94.63,29.93,85.0,78.36,71.62,94.19,52.85,65.35,Public Service,100.0,Flexible,70.81,1,3,3,37.41,77.33,60.88,76.18,83.72,92.52,7.84,997860.66,86.18,69.02,0.8544,0.9252,0.4433,0.6902,0.9007,0.7705,88.35,72.34,1,Business Management
STU_14575,25,Female,4,Mechanical Engineering,6.28,52.97,70.54,66.88,100.0,79.08,46.42,76.29,58.45,81.52,4,53.92,71.55,60.18,63.68,86.7,77.73,71.53,86.05,90.97,90.99,Research,75.45,Flexible,67.86,1,5,0,34.37,63.99,77.15,52.31,63.75,68.3,9.12,481206.6,64.45,65.24,0.9262,0.683,0.1562,0.6524,0.8081,0.6818,63.79,73.77,1,Marketing and Sales
STU_14576,18,Male,8,Business Administration,6.96,81.99,48.95,78.02,59.67,82.19,46.12,75.83,57.64,73.24,3,40.96,76.26,83.76,34.24,53.78,80.93,62.71,79.51,91.61,68.38,Engineering,65.18,Laboratory,24.88,3,12,5,67.33,52.01,60.91,77.13,69.8,55.47,5.6,304457.19,48.14,50.85,0.7621,0.5547,0.058,0.5085,0.6354,0.5389,70.12,51.34,0,Government and Public Service
STU_14577,24,Male,6,Electrical Engineering,8.59,58.55,71.32,69.55,78.33,80.85,76.83,67.33,56.92,99.02,0,72.77,71.64,31.01,52.0,64.8,60.69,100.0,47.66,71.19,79.9,Entrepreneurship,53.02,Remote,53.16,2,2,2,37.71,45.58,24.15,58.63,59.74,64.66,2.89,736666.41,68.38,65.44,0.8008,0.6466,0.2981,0.6544,0.6075,0.6386,61.96,72.49,0,Finance and Banking
STU_14578,25,Male,1,Computer Science,6.6,87.59,85.59,78.41,86.84,69.77,14.87,40.72,56.4,74.43,2,82.02,64.39,100.0,79.23,59.88,62.88,100.0,50.74,73.56,66.31,Marketing,81.15,Laboratory,33.15,2,2,6,52.94,64.04,58.22,84.32,73.72,72.44,6.11,510383.42,66.73,57.67,0.8285,0.7244,0.1724,0.5767,0.7393,0.6374,77.77,62.06,0,Government and Public Service
STU_14579,18,Female,1,Computer Science,6.25,86.9,79.5,67.84,77.9,47.68,41.72,36.91,81.61,100.0,2,46.29,69.75,87.13,81.92,100.0,78.49,84.87,83.32,88.12,58.44,Public Service,80.78,Hybrid,81.7,2,4,7,74.33,26.12,77.49,60.65,71.7,76.24,7.46,821740.57,87.91,64.43,0.8309,0.7624,0.3454,0.6443,0.8016,0.6948,78.27,61.75,1,Cloud and DevOps
STU_14580,21,Male,1,Electronics,5.55,79.1,65.82,58.03,89.6,39.19,34.06,100.0,67.11,92.8,2,83.63,83.61,56.84,71.79,56.01,72.37,75.63,64.81,65.27,57.06,Marketing,89.49,Field,65.12,2,2,4,42.87,54.57,72.82,63.93,67.73,47.31,9.27,200000.0,38.07,64.94,0.715,0.4731,0.0,0.6494,0.7631,0.5478,68.45,66.33,0,Cybersecurity
STU_14581,22,Female,8,Computer Science,6.58,68.71,92.65,57.6,80.55,63.8,30.75,75.45,69.04,69.65,0,40.44,64.13,73.53,19.24,63.67,72.77,58.23,77.11,83.78,85.43,Public Service,74.56,Flexible,51.41,3,3,5,35.21,100.0,61.63,71.06,64.87,77.3,4.34,836737.52,22.96,56.06,0.7828,0.773,0.3537,0.5606,0.7456,0.6572,68.01,60.45,1,Higher Education
STU_14582,25,Female,4,Mechanical Engineering,8.39,75.86,64.43,35.34,39.11,83.73,58.28,73.12,45.42,79.77,5,70.58,100.0,65.17,50.3,83.46,93.72,68.41,25.52,59.94,100.0,Marketing,51.81,Remote,34.82,1,2,2,43.76,75.21,47.1,35.76,60.66,81.56,13.42,670608.15,42.25,66.91,0.8516,0.8156,0.2614,0.6691,0.6778,0.6929,65.99,68.39,1,Higher Education
STU_14583,25,Female,5,Electronics,6.52,66.02,67.34,77.67,53.63,50.11,77.94,58.12,77.89,56.71,0,71.81,75.68,82.29,72.11,50.11,59.58,85.17,75.57,77.44,83.3,Finance,72.38,Laboratory,27.68,1,2,10,61.04,32.13,30.08,64.41,61.1,76.06,24.14,710455.93,62.51,61.7,0.8518,0.7606,0.2836,0.617,0.7011,0.6746,62.42,62.96,1,Software Development
STU_14584,23,Male,8,Commerce,7.36,82.21,60.55,46.02,73.97,62.37,78.94,64.86,80.9,92.81,3,71.76,69.87,61.75,77.05,56.87,57.22,47.69,84.28,56.07,77.31,Business,100.0,Hybrid,30.89,5,15,1,74.07,84.33,72.32,92.41,65.81,62.26,10.42,715008.06,39.21,68.83,0.8037,0.6226,0.2861,0.6883,0.8684,0.6675,64.67,71.79,1,Higher Education
STU_14585,18,Male,3,Science,6.81,92.37,54.21,60.75,56.85,70.38,87.36,11.64,83.83,100.0,2,28.0,90.09,63.82,48.46,55.51,78.25,79.35,32.71,83.43,84.31,Technology,83.7,Flexible,30.94,0,0,5,34.56,80.7,80.54,74.31,73.18,81.96,18.19,483854.75,42.0,70.22,0.8718,0.8196,0.1577,0.7022,0.7818,0.7028,75.39,76.52,1,Cloud and DevOps
STU_14586,18,Female,6,Economics,6.74,90.87,86.36,76.06,78.48,62.97,24.28,71.26,54.93,74.89,2,89.0,64.23,92.26,85.63,100.0,53.11,81.43,100.0,69.11,80.7,Technology,71.98,Flexible,57.98,0,0,7,55.27,85.68,68.62,49.82,71.72,78.05,10.09,835035.68,65.15,62.19,0.89,0.7805,0.3528,0.6219,0.7933,0.7108,77.83,66.95,1,Entrepreneurship
STU_14587,18,Male,6,Commerce,8.98,74.35,62.86,46.63,99.72,71.07,69.41,42.76,61.7,75.56,1,42.29,96.22,64.0,18.03,66.55,69.21,67.03,67.43,63.14,76.95,Research,87.26,Office,52.4,2,12,5,54.89,50.78,71.96,53.12,60.58,50.7,6.93,864151.22,57.64,64.85,0.8163,0.507,0.369,0.6485,0.8106,0.6448,64.95,66.04,0,Higher Education
STU_14588,18,Female,8,Science,7.22,92.35,75.46,74.15,78.7,75.04,60.08,50.72,100.0,73.39,4,91.02,100.0,64.29,78.83,80.51,71.87,85.58,54.96,56.85,100.0,Entrepreneurship,70.16,Hybrid,46.27,1,2,1,38.44,26.1,87.77,62.76,76.99,75.17,14.09,702479.14,77.72,71.51,0.8678,0.7517,0.2792,0.7151,0.782,0.7095,81.43,71.19,1,Government and Public Service
STU_14589,25,Female,3,Civil Engineering,5.89,78.4,65.25,57.67,74.63,58.88,71.04,51.88,49.02,70.96,2,61.29,69.33,82.79,49.6,53.32,72.2,56.81,72.92,45.88,69.5,Data and Analytics,67.11,Flexible,73.71,3,15,2,48.32,22.32,62.78,78.26,67.19,91.57,4.2,918242.03,63.95,66.97,0.7919,0.9157,0.399,0.6697,0.6483,0.7128,71.97,70.92,1,Cybersecurity
STU_14590,19,Female,3,Computer Science,5.57,43.74,89.21,77.82,90.88,87.01,96.84,70.89,81.14,65.08,0,82.73,98.86,85.41,63.14,67.73,45.25,87.44,70.42,60.49,90.28,Data and Analytics,73.74,Office,45.46,1,2,1,39.68,70.46,,62.85,78.75,100.0,5.67,437945.64,43.97,86.89,0.9484,1.0,0.1322,0.8689,0.7585,0.7974,82.88,91.26,1,Software Development
STU_14591,19,Male,5,Civil Engineering,6.13,90.91,86.24,72.73,92.55,68.53,32.36,72.2,98.33,66.33,4,82.15,73.78,45.92,100.0,59.11,82.98,88.08,52.11,61.59,67.46,Marketing,70.43,Laboratory,84.89,2,2,3,59.36,38.52,61.63,50.29,66.88,90.87,-2.21,706374.04,43.83,71.51,0.8202,0.9087,0.2813,0.7151,0.6757,0.7163,69.49,77.43,1,Higher Education
STU_14592,20,Female,6,Computer Science,5.99,76.41,52.31,56.55,82.35,66.64,38.46,79.07,70.86,69.72,4,83.54,80.0,68.45,100.0,69.5,54.26,71.04,48.5,42.84,59.71,Finance,78.96,Remote,57.21,1,6,6,55.26,56.18,47.7,66.0,60.82,66.86,5.81,681401.25,72.16,68.13,0.7906,0.6686,0.2674,0.6813,0.7322,0.6546,65.03,72.16,0,Marketing and Sales
STU_14593,18,Male,2,Electrical Engineering,8.43,80.06,76.78,90.23,65.74,69.13,68.35,88.95,79.46,77.69,1,68.5,59.15,47.16,78.11,48.16,85.53,75.25,72.21,49.94,82.14,Engineering,76.24,Hybrid,55.67,2,10,5,71.48,69.97,57.56,62.12,72.08,80.26,22.32,372887.56,59.57,57.34,0.803,0.8026,0.096,0.5734,0.718,0.631,73.77,62.79,0,Government and Public Service
STU_14594,20,Male,2,Business Administration,7.15,68.84,73.44,95.98,70.11,67.64,54.83,100.0,81.86,86.77,2,66.84,92.16,82.78,60.36,87.86,83.15,84.55,79.19,70.18,80.47,Business,73.33,Field,77.69,2,8,3,53.79,82.47,61.89,62.61,78.85,66.19,10.83,640615.78,49.52,77.75,0.8551,0.6619,0.2448,0.7775,0.7766,0.6977,81.72,77.97,1,Government and Public Service
STU_14595,21,Female,8,Commerce,7.48,91.43,86.13,58.55,62.62,81.92,72.9,42.39,55.4,65.55,2,100.0,75.15,92.21,78.06,69.75,79.62,52.06,62.13,56.23,69.46,Public Service,91.48,Office,53.48,0,0,4,26.58,41.54,74.6,22.02,66.57,74.48,6.44,491330.2,58.29,70.29,0.9567,0.7448,0.1619,0.7029,0.8273,0.7187,71.77,75.21,1,Entrepreneurship
STU_14596,20,Female,3,Computer Science,7.1,64.4,76.41,70.94,66.98,67.55,83.0,61.58,78.16,70.54,5,42.33,83.4,79.29,61.4,68.79,66.31,56.85,53.53,65.72,42.52,Research,100.0,Remote,73.81,0,0,8,51.18,57.21,60.33,,69.72,74.01,1.22,671866.83,77.78,71.04,0.7652,0.7401,0.2621,0.7104,0.8226,0.6768,72.26,72.89,1,Cloud and DevOps
STU_14597,22,Female,1,Business Administration,7.16,90.25,87.71,75.4,81.74,67.97,74.23,36.2,71.56,98.11,1,74.88,87.11,87.81,67.85,82.93,82.09,100.0,69.89,70.09,37.73,Research,71.06,Hybrid,57.97,1,2,2,35.27,51.1,67.33,75.88,70.95,74.26,3.4,509598.13,44.63,83.99,0.8436,0.7426,0.172,0.8399,0.6677,0.7041,78.55,86.32,1,Cloud and DevOps
STU_14598,19,Female,8,Economics,8.53,61.22,83.88,92.24,80.07,86.98,62.24,87.76,84.11,74.9,1,81.48,83.37,73.15,49.17,76.44,95.66,68.8,79.1,65.81,87.97,Research,92.82,Office,78.0,1,1,3,41.66,29.25,62.68,62.14,85.33,62.76,16.85,861446.29,97.08,79.85,0.8352,0.6276,0.3675,0.7985,0.8857,0.7194,91.24,89.15,1,Finance and Banking
STU_14599,19,Female,1,Mathematics,8.62,77.49,79.78,44.84,73.21,70.47,42.54,61.79,87.43,52.8,7,64.87,50.13,74.37,85.31,70.84,38.89,71.79,45.06,50.98,57.48,Engineering,57.19,Flexible,54.08,2,2,3,55.81,60.58,53.85,33.4,67.5,69.42,6.17,926436.23,55.96,66.65,0.8032,0.6942,0.4036,0.6665,0.5998,0.6669,69.98,72.33,1,Research and Academia
STU_14600,18,Male,4,Information Technology,9.55,91.96,85.78,80.62,77.59,84.54,100.0,92.2,78.07,81.92,5,41.76,81.7,76.55,68.97,60.34,56.06,74.9,76.95,88.99,41.52,Marketing,72.09,Field,86.54,3,15,5,69.74,89.51,69.34,32.91,73.37,80.83,5.28,981120.3,41.84,83.18,0.8748,0.8083,0.434,0.8318,0.6363,0.7608,79.86,86.58,1,Cloud and DevOps
STU_14601,25,Male,2,Computer Science,6.35,93.32,66.9,57.96,81.86,90.96,96.01,89.08,89.88,83.15,0,80.46,81.16,89.69,54.86,85.79,55.7,63.07,73.13,66.87,70.03,Business,59.66,Flexible,58.99,1,4,1,54.11,52.34,63.23,52.52,66.92,87.44,2.91,455108.41,58.23,86.18,0.9167,0.8744,0.1417,0.8618,0.6696,0.7536,71.6,86.26,1,Cybersecurity
STU_14602,18,Female,1,Electrical Engineering,6.93,85.12,68.56,64.26,71.47,88.6,30.02,71.51,72.75,63.57,4,65.94,59.25,69.3,76.83,91.25,77.21,70.82,47.02,70.8,92.29,Public Service,100.0,Field,55.8,4,4,1,66.36,34.67,61.7,42.6,72.57,68.51,9.35,589051.37,37.36,68.71,0.8148,0.6851,0.2161,0.6871,0.9671,0.6824,79.53,72.16,1,Business Management
STU_14603,21,Male,7,Mechanical Engineering,7.63,88.53,93.6,73.11,75.12,84.02,33.47,43.77,73.06,77.37,3,62.52,67.09,,74.3,56.2,66.48,66.57,79.83,72.1,60.17,Research,61.89,Hybrid,26.13,2,6,2,58.54,71.94,100.0,82.72,72.99,74.78,5.37,668699.36,89.98,58.27,0.8638,0.7478,0.2604,0.5827,0.6041,0.6538,78.18,59.45,0,Government and Public Service
STU_14604,23,Female,3,Commerce,9.29,86.04,88.06,78.54,81.24,62.16,52.52,52.06,87.82,44.23,1,82.2,81.4,30.82,65.48,72.61,55.95,52.79,81.28,83.66,38.63,Engineering,81.89,Remote,62.89,1,4,3,42.78,85.88,61.93,89.25,61.69,57.5,9.88,952950.35,42.58,56.28,0.85,0.575,0.4183,0.5628,0.7138,0.6448,68.52,56.76,0,Higher Education
STU_14605,21,Male,4,Electronics,6.57,68.6,83.98,83.85,62.61,77.04,55.46,80.78,100.0,63.55,0,59.25,63.84,83.1,60.98,100.0,83.84,70.69,100.0,61.79,55.7,Engineering,60.04,Hybrid,50.98,1,5,5,52.56,72.53,66.05,67.3,80.56,60.47,6.05,602983.85,62.76,81.83,0.8038,0.6047,0.2239,0.8183,0.6716,0.6674,87.83,82.01,1,Higher Education
STU_14606,22,Male,2,Electronics,8.53,80.75,79.7,54.95,80.54,47.24,66.36,71.2,58.0,60.35,2,,62.09,87.33,63.95,87.1,77.53,62.74,88.85,87.58,80.04,Research,,Hybrid,32.68,1,2,7,60.43,66.93,68.52,66.98,66.43,60.79,12.67,1038612.63,48.82,74.81,0.8743,0.6079,0.4659,0.7481,0.8689,0.7277,64.61,75.27,1,Higher Education
STU_14607,18,Male,4,Business Administration,6.67,77.71,48.69,76.79,42.24,21.89,87.64,94.39,77.5,53.95,3,80.0,78.61,50.8,79.81,65.9,75.18,74.08,74.3,61.28,70.4,Marketing,82.69,Remote,77.54,3,3,6,80.52,33.24,98.53,55.18,72.56,74.8,11.85,716379.97,75.88,68.24,0.7827,0.748,0.2869,0.6824,0.7687,0.6749,78.26,69.95,1,Data Science and AI
